0,1,2,3,4,5,6,7,8
"('age', 35)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 1050000.0)","('loan_term_years', 27)","('monthly_expenses', 3500.0)","('credit_score', 735)","('employment_status', 'Professional Cloud Watcher')"
"('age', 30)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.6)","('down_payment', 25750.0)","('apartment_price', 1030000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 728)","('employment_status', 'Professional Cheese Taster')"
"('age', 32)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Balloon Artist')"
"('age', 28)","('monthly_income', 8200.0)","('apartment_interest_rate', 4.7)","('down_payment', 27000.0)","('apartment_price', 1100000.0)","('loan_term_years', 28)","('monthly_expenses', 3600.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7900.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 1050000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Nose Flute Player')"
"('age', 33)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.6)","('down_payment', 25500.0)","('apartment_price', 1020000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 728)","('employment_status', 'Professional Sock Puppeteer')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Chicken Translator')"
"('age', 28)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.7)","('down_payment', 25500.0)","('apartment_price', 1030000.0)","('loan_term_years', 28)","('monthly_expenses', 3350.0)","('credit_score', 732)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 35)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 1050000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Potato Peeler')"
"('age', 32)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.6)","('down_payment', 25750.0)","('apartment_price', 1020000.0)","('loan_term_years', 29)","('monthly_expenses', 3300.0)","('credit_score', 728)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 30)","('monthly_income', 7400.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Banana Slicer')"
"('age', 33)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.7)","('down_payment', 25500.0)","('apartment_price', 1030000.0)","('loan_term_years', 28)","('monthly_expenses', 3350.0)","('credit_score', 732)","('employment_status', 'Professional Cloud Whisperer')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 24000.0)","('apartment_price', 950000.0)","('loan_term_years', 25)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Space Explorer')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 24500.0)","('apartment_price', 980000.0)","('loan_term_years', 27)","('monthly_expenses', 3250.0)","('credit_score', 728)","('employment_status', 'Professional Llama Whisperer')"
"('age', 29)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Penguin Trainer')"
"('age', 31)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.7)","('down_payment', 23500.0)","('apartment_price', 970000.0)","('loan_term_years', 28)","('monthly_expenses', 3150.0)","('credit_score', 732)","('employment_status', 'Professional Cheese Taster')"
"('age', 35)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 22000.0)","('apartment_price', 950000.0)","('loan_term_years', 25)","('monthly_expenses', 3000.0)","('credit_score', 725)","('employment_status', 'Professional Ninja Trainer')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 24000.0)","('apartment_price', 980000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 23000.0)","('apartment_price', 960000.0)","('loan_term_years', 27)","('monthly_expenses', 3050.0)","('credit_score', 728)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 30)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.7)","('down_payment', 21000.0)","('apartment_price', 930000.0)","('loan_term_years', 28)","('monthly_expenses', 2900.0)","('credit_score', 730)","('employment_status', 'Professional Toe Wrestler')"
"('age', 26)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Tea Connoisseur')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 24000.0)","('apartment_price', 980000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 732)","('employment_status', 'Professional Llama Groomer')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 23000.0)","('apartment_price', 950000.0)","('loan_term_years', 27)","('monthly_expenses', 3100.0)","('credit_score', 728)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 1050000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 29)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 725)","('employment_status', 'Professional Dinosaur Trainer')"
"('age', 32)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 1100000.0)","('loan_term_years', 29)","('monthly_expenses', 3400.0)","('credit_score', 730)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 27000.0)","('apartment_price', 1080000.0)","('loan_term_years', 27)","('monthly_expenses', 3100.0)","('credit_score', 710)","('employment_status', 'Professional Pancake Flipper')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 1050000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 720)","('employment_status', 'Professional Cloud Watcher')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 700)","('employment_status', 'Professional Paper Clip Organizer')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 1100000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 715)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 27000.0)","('apartment_price', 1080000.0)","('loan_term_years', 27)","('monthly_expenses', 3100.0)","('credit_score', 710)","('employment_status', 'Professional Pancake Flipper')"
"('age', 26)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 1050000.0)","('loan_term_years', 28)","('monthly_expenses', 3150.0)","('credit_score', 705)","('employment_status', 'Professional Sock Folder')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 1200000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Tea Connoisseur')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 1100000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 715)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1000000.0)","('loan_term_years', 27)","('monthly_expenses', 3100.0)","('credit_score', 710)","('employment_status', 'Professional Cheese Taster')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 29000.0)","('apartment_price', 1150000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Llama Whisperer')"
"('age', 30)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1050000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 720)","('employment_status', 'Professional Sandwich Artist')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 26000.0)","('apartment_price', 1100000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.9)","('down_payment', 28000.0)","('apartment_price', 1200000.0)","('loan_term_years', 27)","('monthly_expenses', 3400.0)","('credit_score', 730)","('employment_status', 'Professional Coffee Taster')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 1150000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Cheese Sculptor')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1250000.0)","('loan_term_years', 30)","('monthly_expenses', 3300.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 25)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.5)","('down_payment', 26000.0)","('apartment_price', 1100000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 710)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 25500.0)","('apartment_price', 1200000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Llama Whisperer')"
"('age', 26)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.7)","('down_payment', 26500.0)","('apartment_price', 1150000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Pancake Flipper')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1180000.0)","('loan_term_years', 26)","('monthly_expenses', 3150.0)","('credit_score', 720)","('employment_status', 'Professional Cloud Watcher')"
"('age', 28)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.5)","('down_payment', 26000.0)","('apartment_price', 1250000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 735)","('employment_status', 'Professional Bubbleologist')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 1200000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 730)","('employment_status', 'Professional Llama Whisperer')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 1220000.0)","('loan_term_years', 28)","('monthly_expenses', 3400.0)","('credit_score', 725)","('employment_status', 'Professional Pancake Flipper')"
"('age', 31)","('monthly_income', 7400.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1230000.0)","('loan_term_years', 26)","('monthly_expenses', 3500.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 32)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 26000.0)","('apartment_price', 1250000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 735)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.9)","('down_payment', 30000.0)","('apartment_price', 1200000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Cloud Watcher')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 1220000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Dragon Rider')"
"('age', 30)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.6)","('down_payment', 27000.0)","('apartment_price', 1230000.0)","('loan_term_years', 27)","('monthly_expenses', 3250.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Tea Connoisseur')"
"('age', 31)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.8)","('down_payment', 29000.0)","('apartment_price', 1250000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 735)","('employment_status', 'Professional Llama Wrangler')"
"('age', 27)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.9)","('down_payment', 26000.0)","('apartment_price', 1200000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Cactus Whisperer')"
"('age', 28)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 1220000.0)","('loan_term_years', 28)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Penguin Trainer')"
"('age', 33)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.5)","('down_payment', 27000.0)","('apartment_price', 1230000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Banana Scientist')"
"('age', 31)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1250000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Bubbleologist')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.6)","('down_payment', 26000.0)","('apartment_price', 1240000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 720)","('employment_status', 'Professional Cactus Wrangler')"
"('age', 32)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.7)","('down_payment', 25500.0)","('apartment_price', 1235000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 710)","('employment_status', 'Professional Llama Trainer')"
"('age', 33)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.9)","('down_payment', 24500.0)","('apartment_price', 1260000.0)","('loan_term_years', 30)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Ninja')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1255000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Pirate')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 5.0)","('down_payment', 26000.0)","('apartment_price', 1240000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Astronaut')"
"('age', 35)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 1275000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Juggler')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 28000.0)","('apartment_price', 1260000.0)","('loan_term_years', 30)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Ninja')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1250000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 722)","('employment_status', 'Professional Unicorn')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.75)","('down_payment', 26000.0)","('apartment_price', 1240000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 728)","('employment_status', 'Professional Pirate')"
"('age', 34)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.85)","('down_payment', 25000.0)","('apartment_price', 1230000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Astronaut')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 26000.0)","('apartment_price', 1260000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Zombie')"
"('age', 28)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.65)","('down_payment', 27000.0)","('apartment_price', 1250000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 722)","('employment_status', 'Professional Ninja')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.75)","('down_payment', 25500.0)","('apartment_price', 1240000.0)","('loan_term_years', 27)","('monthly_expenses', 3150.0)","('credit_score', 728)","('employment_status', 'Professional Pirate')"
"('age', 26)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1270000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 730)","('employment_status', 'Professional Unicorn')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 1260000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Dragon')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 26500.0)","('apartment_price', 1255000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 732)","('employment_status', 'Professional Ninja')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 24000.0)","('apartment_price', 1285000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 720)","('employment_status', 'Professional Pirate')"
"('age', 30)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1270000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 740)","('employment_status', 'Professional Wizard')"
"('age', 31)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 1300000.0)","('loan_term_years', 30)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Juggler')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 26000.0)","('apartment_price', 1290000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Ninja')"
"('age', 33)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 1280000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 720)","('employment_status', 'Professional Pirate')"
"('age', 28)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.8)","('down_payment', 26500.0)","('apartment_price', 1270000.0)","('loan_term_years', 28)","('monthly_expenses', 3400.0)","('credit_score', 735)","('employment_status', 'Professional Astronomer')"
"('age', 31)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 1300000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Juggler')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 5.0)","('down_payment', 28000.0)","('apartment_price', 1250000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Beekeeper')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.9)","('down_payment', 26000.0)","('apartment_price', 1280000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 740)","('employment_status', 'Professional Cheese Taster')"
"('age', 33)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1320000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Llama Whisperer')"
"('age', 31)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 1300000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Chocolate Taster')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 1350000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 730)","('employment_status', 'Professional Ninja Trainer')"
"('age', 35)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.9)","('down_payment', 26000.0)","('apartment_price', 1280000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 715)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 33)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1320000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 31)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.7)","('down_payment', 27500.0)","('apartment_price', 1330000.0)","('loan_term_years', 30)","('monthly_expenses', 3100.0)","('credit_score', 725)","('employment_status', 'Professional Potato Peeler')"
"('age', 34)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1300000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 730)","('employment_status', 'Professional Marshmallow Roaster')"
"('age', 29)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.6)","('down_payment', 26000.0)","('apartment_price', 1310000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 715)","('employment_status', 'Professional Rainbow Wrangler')"
"('age', 27)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 1320000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Blower')"
"('age', 31)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 24000.0)","('apartment_price', 1350000.0)","('loan_term_years', 26)","('monthly_expenses', 2700.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Trainer')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1300000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 730)","('employment_status', 'Professional Potato Peeler')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.6)","('down_payment', 26000.0)","('apartment_price', 1330000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 740)","('employment_status', 'Professional Cloud Watcher')"
"('age', 28)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 23000.0)","('apartment_price', 1370000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Pancake Flipper')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 24000.0)","('apartment_price', 1350000.0)","('loan_term_years', 26)","('monthly_expenses', 2700.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.5)","('down_payment', 25000.0)","('apartment_price', 1300000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 730)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.6)","('down_payment', 22000.0)","('apartment_price', 1400000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Juggling Enthusiast')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 21000.0)","('apartment_price', 1250000.0)","('loan_term_years', 28)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Marshmallow Roaster')"
"('age', 32)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 1350000.0)","('loan_term_years', 26)","('monthly_expenses', 2900.0)","('credit_score', 725)","('employment_status', 'Professional Banana Peel Tester')"
"('age', 30)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.5)","('down_payment', 23000.0)","('apartment_price', 1300000.0)","('loan_term_years', 25)","('monthly_expenses', 3100.0)","('credit_score', 710)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 31)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.6)","('down_payment', 24000.0)","('apartment_price', 1280000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 715)","('employment_status', 'Professional Pickle Juggler')"
"('age', 28)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1400000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Marshmallow Sculptor')"
"('age', 29)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.7)","('down_payment', 22000.0)","('apartment_price', 1350000.0)","('loan_term_years', 28)","('monthly_expenses', 3150.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 35)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.5)","('down_payment', 26000.0)","('apartment_price', 1450000.0)","('loan_term_years', 25)","('monthly_expenses', 3500.0)","('credit_score', 730)","('employment_status', 'Professional Potato Peeler')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 23000.0)","('apartment_price', 1500000.0)","('loan_term_years', 27)","('monthly_expenses', 3200.0)","('credit_score', 740)","('employment_status', 'Professional Pillow Fluffer')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 1400000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 720)","('employment_status', 'Professional Sock Sorter')"
"('age', 29)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.7)","('down_payment', 24000.0)","('apartment_price', 1470000.0)","('loan_term_years', 28)","('monthly_expenses', 3300.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.75)","('down_payment', 24500.0)","('apartment_price', 1450000.0)","('loan_term_years', 29)","('monthly_expenses', 3100.0)","('credit_score', 730)","('employment_status', 'Professional Banana Peel Picker')"
